Number of transcription units: 3709
# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.0
# Date and time generated: February 11, 2021, 14:47:02
"id"	"common_name"	"genes"	"left_end_pos"	"right_end_pos"	"direction"
"TU0-14016"	"glvCBG-ysdC"	["EG11710", "EG11709", "EG11708"]	3861173	3863603	"-"
"TU0-14017"	"yidE"	["EG11536"]	3864612	3866273	"-"
"TU0-14018"	"dgoRKADT"	["G7789", "EG20051", "EG20049", "GB4478", "EG20053"]	3870438	3875160	"-"
"TU0-14019"	"yidA"	["EG11195"]	3876140	3876952	"-"
"TU0-1402"	"yihG"	["EG11833"]	4045670	4046602	"-"
"TU0-14020"	"yidB"	["EG11196"]	3877067	3877465	"-"
"TU0-14021"	"mnmE"	["EG10997"]	3886828	3888192	"+"
"TU0-14022"	"mdtL"	["EG11720"]	3891615	3892790	"+"
"TU0-14023"	"yidZ"	["EG11721"]	3892765	3893724	"+"
"TU0-14025"	"yieH"	["EG11725"]	3896774	3897439	"+"
"TU0-14026"	"cbrB"	["EG11726"]	3897506	3897973	"+"
"TU0-14027"	"cbrC"	["EG11727"]	3898022	3898609	"+"
"TU0-14028"	"bglH-yieLK"	["EG11364", "EG11729", "EG11728"]	3898671	3902220	"-"
"TU0-14029"	"mnmG-rsmG"	["EG10375", "EG10376"]	3923057	3925633	"-"
"TU0-14030"	"mioC"	["EG11199"]	3926012	3926455	"-"
"TU0-14031"	"ravA-viaA"	["EG11731", "EG11730"]	3928152	3931093	"-"
"TU0-14032"	"kup"	["EG11541"]	3931316	3933184	"+"
"TU0-14033"	"yieP-hsrA"	["EG11733", "EG11732"]	3939185	3941327	"-"
"TU0-14034"	"ppiC"	["EG12352"]	3959532	3959813	"-"
"TU0-14035"	"yifN"	["G7798"]	3960012	3960460	"-"
"TU0-14036"	"gpp"	["EG10413"]	3962745	3964229	"-"
"TU0-14037"	"rhlB"	["EG10844"]	3964365	3965630	"-"
"TU0-14039"	"rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM"	["EG11458", "EG11457", "G7800", "EG11486", "EG11456", "EG11455", "EG11454", "EG11453", "EG11452", "EG11451", "EG11295", "EG10840"]	3967916	3980696	"+"
"TU0-14040"	"yifK"	["EG11459"]	3980887	3982272	"+"
"TU0-14041"	"yzcX"	["G7802"]	3993850	3994335	"+"
"TU0-14042"	"yifL-dapF-yigA-xerC-yigB"	["EG11202", "EG11069", "EG11201", "EG10209", "G0-10471"]	3994522	3997899	"+"
"TU0-14043"	"yigGF"	["EG11465", "EG11464"]	4002419	4003193	"-"
"TU0-14044"	"rarD"	["EG11466"]	4003288	4004178	"-"
"TU0-14045"	"yigI"	["EG11467"]	4004230	4004697	"-"
"TU0-14046"	"pldA"	["EG10738"]	4004862	4005731	"+"
"TU0-14047"	"recQ"	["EG10833"]	4005864	4007693	"+"
"TU0-14048"	"rhtC"	["EG11468"]	4007757	4008377	"+"
"TU0-14049"	"pldB-yigL"	["EG11470", "EG10739"]	4009170	4011000	"+"
"TU0-14050"	"bioP"	["EG11471"]	4011076	4011975	"+"
"TU0-14051"	"rmuC"	["EG11472"]	4017333	4018760	"+"
"TU0-14052"	"tatABC"	["EG11481", "EG11479", "G7808", "G7806"]	4021945	4024336	"+"
"TU0-14053"	"tatD"	["EG11481"]	4023554	4024336	"+"
"TU0-14054"	"ubiD"	["EG11396"]	4024988	4026481	"+"
"TU0-14055"	"fre"	["EG10334"]	4026527	4027228	"+"
"TU0-14056"	"pepQ-yigZ-trkH-hemG"	["EG11485", "EG11021", "EG11484", "EG10698"]	4031161	4035153	"+"
"TU0-14057"	"yihD"	["EG11830"]	4042069	4042338	"+"
"TU0-14058"	"yihF"	["EG11832"]	4044199	4045629	"+"
"TU0-14060"	"yihI"	["EG11835"]	4051347	4051856	"+"
"TU0-14061"	"bipA"	["EG11837"]	4058407	4060230	"+"
"TU0-14062"	"yihLM"	["EG11839", "EG11838"]	4060447	4062145	"+"
"TU0-14063"	"yihN"	["EG11840"]	4062247	4063512	"+"
"TU0-14064"	"ompL"	["G7814"]	4063603	4064295	"-"
"TU0-14065"	"yihPO"	["EG11842", "EG11841"]	4064363	4067194	"-"
"TU0-14066"	"yihQ"	["EG11843"]	4067240	4069276	"-"
"TU0-14067"	"yihR"	["EG11844"]	4069475	4070401	"-"
"TU0-14068"	"yihUTS"	["EG11847", "EG11846", "EG11845"]	4070515	4073571	"-"
"TU0-14069"	"yihV-csqR"	["EG11849", "EG11848"]	4073739	4075454	"+"
"TU0-14070"	"yihXY-dtd-fabY"	["EG11853", "EG11852", "EG11851", "EG11850"]	4075553	4078438	"+"
"TU0-14071"	"yiiE"	["EG11854"]	4079291	4079509	"+"
"TU0-14072"	"yiiF"	["EG11855"]	4079751	4079969	"+"
"TU0-14073"	"fdhD"	["EG11859"]	4086016	4086849	"+"
"TU0-14074"	"yiiG"	["EG11860"]	4087002	4088057	"+"
"TU0-14075"	"frvABXR"	["EG11864", "EG11863", "EG11862", "EG11861"]	4088107	4092823	"-"
"TU0-14076"	"kdgT"	["EG11869"]	4101690	4102673	"+"
"TU0-14077"	"yiiM"	["EG11870"]	4102822	4103496	"+"
"TU0-14078"	"fieF"	["EG11873"]	4106469	4107371	"+"
"TU0-14080"	"sbp"	["EG10929"]	4108834	4109823	"+"
"TU0-14081"	"yiiQ"	["EG11874"]	4111615	4112214	"-"
"TU0-14082"	"yiiR"	["EG11875"]	4112315	4112755	"+"
"TU0-14087"	"priA"	["EG10763"]	4124612	4126810	"-"
"TU0-14088"	"yiiX"	["EG11882"]	4127286	4127894	"-"
"TU0-14089"	"yijE"	["EG11902"]	4136108	4137013	"+"
"TU0-14090"	"yijF"	["EG11903"]	4137040	4137657	"-"
"TU0-14091"	"ptsA-fsaB-gldA"	["EG11906", "EG11905", "EG11904"]	4137932	4142221	"-"
"TU0-14092"	"frwCB"	["EG11909", "EG11908"]	4142530	4143944	"+"
"TU0-14093"	"yijO"	["EG11913"]	4147466	4148317	"-"
"TU0-14094"	"eptC"	["EG11914"]	4148532	4150265	"-"
"TU0-14097"	"fabR-yijD"	["EG11395", "EG11394"]	4161067	4162130	"+"
"TU0-14099"	"murB-birA"	["EG10123", "EG11205"]	4172057	4174047	"+"
"TU0-14101"	"sroH"	["G0-9388"]	4190327	4190487	"-"
"TU0-14103"	"nudC-hemE-nfi"	["EG11915", "EG11543", "EG11702"]	4196903	4199461	"+"
"TU0-14104"	"yjaG"	["EG11916"]	4199504	4200094	"+"
"TU0-14105"	"yjaA"	["EG11206"]	4213234	4213617	"+"
"TU0-14106"	"arpA"	["EG11208"]	4220301	4222487	"-"
"TU0-14107"	"yjbB"	["EG11919"]	4227731	4229362	"+"
"TU0-14108"	"yjbD"	["EG11922"]	4231359	4231631	"-"
"TU0-14111"	"yjbE"	["EG11923"]	4235906	4236148	"+"
"TU0-14112"	"yjbFGH"	["EG11926", "EG11925", "EG11924"]	4236262	4239730	"+"
"TU0-14113"	"xylE"	["EG11076"]	4240779	4242254	"-"
"TU0-14114"	"yjbI"	["EG11927"]	4250703	4252283	"+"
"TU0-14115"	"dgkA"	["EG10224"]	4256637	4257005	"+"
"TU0-14116"	"yjbJ"	["EG11928"]	4259237	4259446	"+"
"TU0-14117"	"yjbLM"	["EG11931", "EG11930"]	4260321	4261306	"+"
"TU0-14118"	"dusA"	["EG11932"]	4261669	4262706	"+"
"TU0-14119"	"dnaB"	["EG10236"]	4264314	4265729	"+"
"TU0-14120"	"alr"	["EG10001"]	4265782	4266861	"+"
"TU0-14121"	"aphA"	["EG11934"]	4269414	4270127	"+"
"TU0-14122"	"yjbQR"	["EG11936", "EG11935"]	4270238	4271014	"+"
"TU0-14123"	"ghxP"	["EG11939"]	4278479	4279828	"+"
"TU0-14124"	"yjcE"	["EG11940"]	4279980	4281629	"+"
"TU0-14125"	"yjcF"	["EG11941"]	4281783	4283075	"-"
"TU0-14126"	"gltP"	["EG10405"]	4294481	4295794	"+"
"TU0-14127"	"yjcO"	["EG11951"]	4296436	4297125	"-"
"TU0-14128"	"mdtNOP"	["EG11954", "EG11953", "EG11952"]	4299564	4304109	"-"
"TU0-14129"	"yjcS"	["EG11955"]	4304612	4306597	"-"
"TU0-14130"	"yjdP"	["G0-9541"]	4313868	4314197	"+"
"TU0-14131"	"yjdN"	["EG10712"]	4325298	4325741	"-"
"TU0-14132"	"yjdM"	["EG10711"]	4326399	4326734	"-"
"TU0-14133"	"rdcAB"	["G7823", "EG11210"]	4327135	4330238	"+"
"TU0-14134"	"adiC"	["EG12462"]	4335694	4337031	"-"
"TU0-14136"	"yjdF"	["G7825"]	4344929	4345558	"-"
"TU0-14137"	"yjdIJ"	["G7829", "G7828"]	4351843	4352357	"+"
"TU0-14139"	"dtpC"	["EG12469"]	4354954	4356411	"-"
"TU0-14140"	"dsbD-yjdC"	["EG12178", "EG12176"]	4362733	4365042	"-"
"TU0-14141"	"yjeI"	["G7834"]	4372809	4373162	"+"
"TU0-14142"	"yjeJ"	["G7835"]	4373365	4374234	"-"
"TU0-14143"	"epmB"	["G7836"]	4374629	4375657	"-"
"TU0-14145"	"ecnAB"	["G0-9562", "G0-41"]	4376317	4376699	"+"
"TU0-14146"	"epmA"	["EG11211"]	4382643	4383620	"+"
"TU0-14147"	"yjeM"	["EG12475"]	4383839	4385341	"+"
"TU0-14148"	"yjeNO"	["G7839", "G7838"]	4385393	4386018	"+"
"TU0-14150"	"rsgA"	["G7841"]	4390457	4391509	"-"
"TU0-14151"	"orn"	["G7842"]	4391604	4392149	"+"
"TU0-14152"	"yjeT"	["G7844"]	4404386	4404583	"+"
"TU0-14153"	"yjfIJ"	["G7847", "G7846"]	4410133	4411251	"+"
"TU0-14154"	"yjfKLMC"	["EG11812", "G7850", "G7849", "G7848"]	4411302	4414191	"+"
"TU0-14155"	"yjfN"	["G7851"]	4416017	4416292	"-"
"TU0-14156"	"bsmA"	["G7852"]	4416441	4416770	"-"
"TU0-14157"	"ulaR"	["G7854"]	4417698	4418453	"-"
"TU0-14158"	"fklB"	["G7865"]	4428935	4429555	"+"
"TU0-14159"	"cycA"	["EG12504"]	4429864	4431276	"+"
"TU0-14160"	"ytfF"	["G7867"]	4432091	4433056	"-"
"TU0-14161"	"qorB"	["G7868"]	4433164	4434024	"-"
"TU0-14162"	"cysQ"	["EG10043"]	4436755	4437495	"+"
"TU0-14163"	"ytfI"	["G7870"]	4437707	4438645	"+"
"TU0-14164"	"ytfL"	["G7873"]	4439872	4441215	"-"
"TU0-14165"	"tamAB-ytfP"	["G7876", "G7875", "G7874"]	4442382	4448235	"+"
"TU0-14166"	"ytfQRT-yjfF"	["EG12439", "EG12520", "EG12518", "EG12517"]	4449962	4454578	"+"
"TU0-14167"	"tldE"	["EG10741"]	4457959	4459311	"+"
"TU0-14168"	"cybC"	["EG50008"]	4459488	4459855	"+"
"TU0-14169"	"ridA"	["G7877"]	4470527	4470913	"-"
"TU0-14170"	"yjgH"	["G7879"]	4472814	4473209	"-"
"TU0-14171"	"bdcA"	["G7880"]	4473340	4474053	"-"
"TU0-14172"	"bdcR"	["G7882"]	4474124	4474717	"+"
"TU0-14173"	"tabA"	["G7883"]	4474862	4475314	"+"
"TU0-14174"	"yjgL"	["G7884"]	4475437	4477251	"+"
"TU0-14175"	"pepA"	["EG10694"]	4484440	4485951	"-"
"TU0-14176"	"lptFG"	["G7889", "G7888"]	4486218	4488400	"+"
"TU0-14177"	"yjgR"	["G7890"]	4488561	4490063	"-"
"TU0-14178"	"intB"	["EG12364"]	4496750	4497940	"+"
"TU0-14179"	"insC6CD6D6"	["G7895", "G7894", "G0-10546"]	4498272	4499500	"+"
"TU0-14180"	"yjgW"	["G7896"]	4499599	4499934	"+"
"TU0-14182"	"yjgX"	["G7898"]	4499593	4500791	"-"
"TU0-14183"	"yjhBC"	["G7901", "EG12544"]	4504058	4506405	"+"
"TU0-14184"	"yjhE"	["G7903"]	4506861	4507109	"+"
"TU0-14185"	"insN-2"	["G7904"]	4507197	4509793	"+"
"TU0-14186"	"insMI3"	["G0-10567", "G7905"]	4507466	4508942	"-"
"TU0-14188"	"yjhV"	["G7907"]	4509804	4510133	"+"
"TU0-14189"	"insB7"	["G0-10569"]	4518721	4519224	"+"
"TU0-14190"	"yjhU"	["G7909"]	4519338	4520324	"-"
"TU0-14191"	"yjhF"	["EG12548"]	4520671	4522020	"-"
"TU0-14192"	"yjhIHG"	["G7912", "G7911", "G7910"]	4522127	4525803	"-"
"TU0-14193"	"sgcXBCQAER"	["EG12557", "G0-10241", "EG12556", "G7915", "EG12554", "G7914", "G7913"]	4526106	4531651	"-"
"TU0-14194"	"yjhP"	["G7916"]	4532437	4533183	"-"
"TU0-14195"	"topAI-yjhQ"	["G0-10473", "G7917"]	4533239	4534053	"-"
"TU0-14196"	"nanS"	["G7919"]	4536614	4537594	"-"
"TU0-14198"	"hypT"	["G7924"]	4557378	4558289	"-"
"TU0-14199"	"yjiHG-iadA"	["G7927", "G7926", "G7925"]	4558354	4560680	"-"
"TU0-14200"	"yjiJ"	["G7929"]	4561497	4562675	"-"
"TU0-14201"	"yjiK"	["G7930"]	4562743	4563603	"-"
"TU0-14202"	"yjiML"	["G7932", "G7931"]	4563922	4565850	"-"
"TU0-14203"	"mdtM-yjiN"	["EG12576", "G7933"]	4565966	4568519	"-"
"TU0-14204"	"rpnD"	["G7934"]	4568998	4569918	"+"
"TU0-14205"	"yjiS"	["G7937"]	4571751	4571915	"+"
"TU0-14206"	"yjiT"	["G7938"]	4572414	4573931	"+"
"TU0-14207"	"yjiV"	["EG11386"]	4574135	4576855	"+"
"TU0-14208"	"yjiXA"	["G7941", "EG10021"]	4587909	4589079	"-"
"TU0-1421"	"ydeA"	["EG11636"]	1617028	1618218	"+"
"TU0-14210"	"lgoT"	["EG12587"]	4593361	4594722	"-"
"TU0-14211"	"lgoR"	["G7944"]	4594937	4595851	"-"
"TU0-14212"	"opgB"	["EG12591"]	4597150	4599441	"-"
"TU0-14213"	"yjjP"	["G7946"]	4602088	4602858	"-"
"TU0-14215"	"rsmC"	["G7950"]	4606669	4607700	"-"
"TU0-14216"	"holD-rimI-yjjG"	["EG12115", "EG10850", "EG11414"]	4607803	4609323	"+"
"TU0-14217"	"prfC"	["EG12114"]	4609414	4611003	"+"
"TU0-14218"	"ytjA"	["G0-10475"]	4612128	4612289	"+"
"TU0-14219"	"yjjUV"	["G7952", "G7951"]	4612411	4614260	"+"
"TU0-1422"	"ftsAZ"	["EG10347", "EG10339"]	103982	106456	"+"
"TU0-14220"	"yjjW"	["G7953"]	4614680	4615543	"-"
"TU0-14221"	"yjjI"	["EG12171"]	4615515	4617065	"-"
"TU0-14222"	"yjjJ"	["EG12342"]	4621769	4623100	"+"
"TU0-14224"	"serB"	["EG10945"]	4624895	4625863	"+"
"TU0-14225"	"radA-nadR"	["EG11335", "EG11296"]	4625912	4628547	"+"
"TU0-14226"	"slt"	["EG10950"]	4630733	4632670	"+"
"TU0-14227"	"qorA"	["EG11492"]	4263248	4264231	"-"
"TU0-14228"	"coaA"	["EG10922"]	4174076	4175026	"-"
"TU0-14229"	"cyaY"	["EG11653"]	3993739	3994059	"-"
"TU0-1423"	"ftsZ"	["EG10347"]	105305	106456	"+"
"TU0-14231"	"bax"	["EG11360"]	3736353	3737177	"-"
"TU0-14232"	"yghA"	["EG11292"]	3149662	3150546	"+"
"TU0-14233"	"yghO"	["G7547"]	3129043	3130215	"-"
"TU0-14234"	"C0719"	["G0-8912"]	3121358	3121579	"+"
"TU0-14235"	"yggG"	["EG11291"]	3081913	3082671	"+"
"TU0-14236"	"C0614"	["G0-8907"]	2653452	2653538	"-"
"TU0-14237"	"ypfM"	["G0-8888"]	2590807	2590866	"-"
"TU0-14238"	"yeiW"	["G0-10511"]	2265041	2265295	"-"
"TU0-14239"	"setB"	["EG12034"]	2263863	2265044	"+"
"TU0-1424"	"ftsZ"	["EG10347"]	105305	106456	"+"
"TU0-14240"	"C0465"	["G0-8903"]	1972739	1972816	"+"
"TU0-14241"	"yncL"	["G0-8887"]	1517099	1517194	"-"
"TU0-14242"	"yncJ"	["G6747"]	1508834	1509064	"-"
"TU0-14243"	"insQ"	["G6743"]	1503717	1504865	"+"
"TU0-14244"	"yciY"	["G0-8891"]	1308788	1308961	"+"
"TU0-14245"	"ymdF"	["G0-10443"]	1068081	1068254	"+"
"TU0-14246"	"ybdR"	["G6335"]	642088	643326	"+"
"TU0-14247"	"lfhA"	["G6113"]	248358	250070	"-"
"TU0-1425"	"ftsZ"	["EG10347"]	105305	106456	"+"
"TU0-14251"	"bolA"	["EG10125"]	454472	454789	"+"
"TU0-14252"	"tig"	["EG11003"]	455133	456431	"+"
"TU0-14253"	"lsp-fkpB-ispH"	["EG11081", "EG11080", "EG10548"]	25207	27227	"+"
"TU0-14254"	"aroH"	["EG10080"]	1788435	1789481	"+"
"TU0-14255"	"rpmI-rplT"	["EG10881", "EG11231"]	1799393	1799999	"-"
"TU0-14257"	"thrS-infC-rpmI-rplT-pheMST-ihfA"	["EG10440", "EG10710", "EG10709", "EG11272", "EG10881", "EG11231", "EG10506", "EG11001"]	1795253	1802570	"-"
"TU0-14258"	"norR"	["EG12108"]	2830775	2832289	"-"
"TU0-14262"	"asnC-mioC"	["EG11199", "EG10093"]	3926012	3927003	"-"
"TU0-14263"	"asnC-mioC-mnmG"	["EG10375", "EG11199", "EG10093"]	3923744	3927003	"-"
"TU0-14264"	"rraA"	["EG11879"]	4118845	4119330	"-"
"TU0-14269"	"relA-mazEF"	["EG11249", "EG10571", "EG10835"]	2910756	2913651	"-"
"TU0-14272"	"rne"	["EG10859"]	1141182	1144367	"-"
"TU0-14273"	"rne"	["EG10859"]	1141182	1144367	"-"
"TU0-14274"	"smg"	["EG11605"]	3431991	3432464	"-"
"TU0-14275"	"ygbK"	["G7418"]	2862335	2863501	"+"
"TU0-14276"	"modABC"	["EG10152", "EG10002", "EG12427"]	795089	797612	"+"
"TU0-14278"	"fliDST"	["EG11389", "EG11388", "EG10841"]	2003872	2006078	"+"
"TU0-14282"	"ftnB"	["G7033"]	1986925	1987428	"+"
"TU0-14286"	"yqjA-mzrA"	["G7610", "G7609"]	3247773	3248822	"+"
"TU0-14287"	"yjbEFGH"	["EG11926", "EG11925", "EG11924", "EG11923"]	4235906	4239730	"+"
"TU0-14288"	"mtr"	["EG10617"]	3304573	3305817	"-"
"TU0-14290"	"yrbG-kdsD"	["G7662", "EG12802"]	3340275	3342252	"+"
"TU0-14291"	"kdsC-lptCAB"	["EG11680", "G7665", "G7664", "G7663"]	3342273	3344669	"+"
"TU0-14292"	"lptAB"	["EG11680", "G7665"]	3343380	3344669	"+"
"TU0-14293"	"alsK"	["EG11956"]	4306870	4307799	"-"
"TU0-14294"	"CsiR"	["EG12386"]	2795674	2796336	"+"
"TU0-14295"	"ybbB"	["EG11768"]	530132	531226	"-"
"TU0-14296"	"rhaM"	["EG11865"]	4093124	4093438	"-"
"TU0-14298"	"macAB"	["G6462", "G6461"]	919235	922293	"+"
"TU0-14299"	"nhaR"	["EG11078"]	18715	19620	"+"
"TU0-14300"	"yadMLKC"	["EG11678", "EG12325", "EG12326", "EG12327"]	149715	152812	"-"
"TU0-14301"	"yadN"	["EG12328"]	156299	156883	"-"
"TU0-14302"	"glgBXCAP"	["EG10380", "EG10377", "EG10379", "EG10381", "EG10378"]	3564134	3573502	"-"
"TU0-14303"	"yeiL"	["EG12031"]	2255355	2256014	"+"
"TU0-14304"	"yeiI"	["EG12028"]	2251700	2252788	"+"
"TU0-14305"	"yfaE"	["EG12360"]	2348514	2348768	"+"
"TU0-14306"	"rlmM"	["EG11794"]	2940143	2941243	"-"
"TU0-14307"	"ygdD"	["EG11793"]	2941236	2941631	"-"
"TU0-14308"	"yhfK"	["G7721"]	3486791	3488893	"+"
"TU0-14311"	"frwD"	["EG11912"]	4147138	4147479	"+"
"TU0-14312"	"ftsB"	["G7424"]	2872509	2872820	"-"
"TU0-14313"	"ispDF"	["EG11816", "G7423"]	2871301	2872490	"-"
"TU0-14314"	"truD"	["G7422"]	2870255	2871304	"-"
"TU0-14315"	"glf-rfc"	["EG11982", "EG11981"]	2106060	2108329	"-"
"TU0-14316"	"yhjR"	["EG12262"]	3695997	3696185	"-"
"TU0-14317"	"wbbIJK"	["EG11985", "EG11984", "EG11983"]	2103391	2106057	"-"
"TU0-14319"	"hsdRMS"	["EG10460", "EG10458", "EG10459"]	4580068	4586761	"-"
"TU0-14320"	"yfhG"	["EG12139"]	2688793	2689506	"-"
"TU0-14321"	"yfhA"	["EG11285"]	2687469	2688803	"-"
"TU0-14322"	"holC"	["EG11413"]	4483837	4484280	"-"
"TU0-14323"	"yjhA"	["G7921"]	4538785	4539501	"-"
"TU0-14324"	"yjaH"	["EG11917"]	4200566	4201261	"+"
"TU0-14325"	"ymbA"	["G6492"]	1014896	1015459	"+"
"TU0-14326"	"yqgB"	["G7521"]	3085920	3086051	"-"
"TU0-14327"	"rnlAB"	["G7366", "G7365"]	2765918	2767355	"+"
"TU0-14328"	"secG"	["EG12095"]	3322173	3322505	"-"
"TU0-14329"	"C0299"	["G0-8898"]	1230629	1230707	"+"
"TU0-14330"	"tpke11"	["G0-8893"]	14080	14167	"+"
"TU0-14332"	"rseX"	["G0-10574"]	2033649	2033739	"+"
"TU0-14333"	"sraB"	["G0-8862"]	1146589	1146757	"+"
"TU0-14334"	"isrC"	["G0-8905"]	2071317	2071511	"+"
"TU0-14336"	"ispG-sroE"	["EG10370", "G0-9385"]	2640595	2641804	"-"
"TU0-14337"	"C0664"	["G0-8911"]	2835055	2835167	"+"
"TU0-14338"	"C0362"	["G0-8902"]	1552001	1552386	"+"
"TU0-14339"	"uppS-cdsA"	["G0-17084", "EG10139", "G6092"]	194784	196534	"+"
"TU0-14340"	"cdsA"	["EG10139"]	195677	196534	"+"
"TU0-14341"	"yraM"	["G7642"]	3293400	3295436	"+"
"TU0-14342"	"yraN"	["G7643"]	3295394	3295789	"+"
"TU0-14343"	"diaA"	["EG12780"]	3295809	3296399	"+"
"TU0-14344"	"ligT"	["EG12330"]	161501	162031	"-"
"TU0-14345"	"eptA"	["EG11613"]	4333947	4335590	"-"
"TU0-14346"	"galF"	["G7093"]	2113434	2114327	"-"
"TU0-14347"	"yfgA"	["EG10015"]	2641831	2642844	"-"
"TU0-14349"	"yceH"	["EG11537"]	1126157	1126804	"+"
"TU0-14350"	"mviM"	["G6560"]	1126806	1127729	"+"
"TU0-14351"	"ydhM"	["G6889"]	1726023	1726622	"+"
"TU0-14352"	"nemA"	["G6890"]	1726659	1727756	"+"
"TU0-14353"	"ogrK"	["G7119"]	2167302	2167520	"-"
"TU0-14354"	"rnd"	["EG10858"]	1886864	1887991	"-"
"TU0-14355"	"rsmB"	["EG12163"]	3435207	3436496	"+"
"TU0-14356"	"dfp"	["EG10004"]	3812731	3813951	"+"
"TU0-14357"	"clpS"	["G6463"]	922913	923233	"+"
"TU0-14359"	"rcsDB"	["EG10821", "EG12385"]	2313488	2316827	"+"
"TU0-14362"	"insH-7"	["G7092"]	2101895	2102875	"-"
"TU0-14363"	"insH-2"	["G6308"]	574737	575717	"-"
"TU0-14364"	"mnmA"	["EG11344"]	1192667	1193773	"-"
"TU0-14365"	"ybcH"	["EG12448"]	587091	587981	"-"
"TU0-14366"	"ybgTE"	["EG12395", "G0-10441"]	774196	774602	"+"
"TU0-14368"	"ybiB"	["EG11580"]	835248	836210	"+"
"TU0-14369"	"yebA"	["EG10013"]	1940313	1941635	"-"
"TU0-14370"	"aspT"	["EG30023"]	3946872	3946948	"+"
"TU0-14371"	"trpt"	["EG30105"]	3946957	3947032	"+"
"TU0-14372"	"aspU"	["EG30024"]	228928	229004	"+"
"TU0-14373"	"gspCDEFGHIJKLMO"	["EG11359", "EG12173", "G7711", "G7710", "G7709", "G7708", "G7707", "G7706", "G7705", "G7704", "G7703", "G7702"]	3455578	3466220	"+"
"TU0-14374"	"gspCDEFGHIJKLMO"	["EG11359", "EG12173", "G7711", "G7710", "G7709", "G7708", "G7707", "G7706", "G7705", "G7704", "G7703", "G7702"]	3455578	3466220	"+"
"TU0-14375"	"gspAB"	["EG11263", "G7701"]	3453508	3455398	"-"
"TU0-14376"	"gspAB"	["EG11263", "G7701"]	3453508	3455398	"-"
"TU0-14377"	"gspAB"	["EG11263", "G7701"]	3453508	3455398	"-"
"TU0-14378"	"cynTS"	["EG10175", "EG10176"]	358799	359959	"+"
"TU0-14381"	"relBE-hokD"	["EG11130", "EG11131", "EG10836"]	1645119	1645872	"-"
"TU0-14385"	"insJ"	["G7776"]	3720680	3721201	"+"
"TU0-14386"	"mreBCD"	["EG10610", "EG10609", "EG10608"]	3398387	3401087	"-"
"TU0-14387"	"mreBCD"	["EG10610", "EG10609", "EG10608"]	3398387	3401087	"-"
"TU0-14388"	"mreB"	["EG10608"]	3400044	3401087	"-"
"TU0-14389"	"mreB"	["EG10608"]	3400044	3401087	"-"
"TU0-14390"	"mreB"	["EG10608"]	3400044	3401087	"-"
"TU0-14392"	"rydC"	["G0-10592"]	1491442	1491506	"-"
"TU0-14393"	"dgt"	["EG10225"]	179237	180754	"+"
"TU0-14394"	"ileS-lspA-fkpB-ispH"	["EG11081", "EG11080", "EG10548", "EG10492"]	22391	27227	"+"
"TU0-14395"	"ileS-lspA-fkpB-ispH"	["EG11081", "EG11080", "EG10548", "EG10492"]	22391	27227	"+"
"TU0-14396"	"crp"	["EG10164"]	3486120	3486752	"+"
"TU0-14398"	"crp"	["EG10164"]	3486120	3486752	"+"
"TU0-14399"	"dapB"	["EG10206"]	28374	29195	"+"
"TU0-14402"	"cyaA"	["EG10170"]	3991153	3993699	"+"
"TU0-14403"	"cyaA"	["EG10170"]	3991153	3993699	"+"
"TU0-14404"	"dapE-ypfN"	["G0-10463", "EG10208"]	2591607	2592962	"+"
"TU0-14405"	"hypF"	["EG11551"]	2835173	2837425	"-"
"TU0-14406"	"hypF"	["EG11551"]	2835173	2837425	"-"
"TU0-14407"	"hypF"	["EG11551"]	2835173	2837425	"-"
"TU0-14408"	"yahA"	["EG11236"]	332371	333459	"+"
"TU0-1441"	"fliLMNOPQR"	["EG11977", "EG11976", "EG11975", "EG11224", "EG10324", "EG10323", "EG10322"]	2019618	2023678	"+"
"TU0-14412"	"eno"	["EG10258"]	2906643	2907941	"-"
"TU0-14413"	"eno"	["EG10258"]	2906643	2907941	"-"
"TU0-14414"	"eno"	["EG10258"]	2906643	2907941	"-"
"TU0-14415"	"hisJQMP"	["EG10452", "EG10007", "EG12125", "EG12124"]	2423736	2426788	"-"
"TU0-14416"	"hchA"	["G7055"]	2035835	2036686	"+"
"TU0-14417"	"emrE"	["EG10629"]	568315	568647	"+"
"TU0-14420"	"symR"	["G0-10610"]	4579835	4579911	"+"
"TU0-14421"	"ohsC"	["G0-10598"]	2700520	2700598	"+"
"TU0-14422"	"shoB"	["G0-10634"]	2700117	2700197	"-"
"TU0-14423"	"ryfD"	["G0-10600"]	2734153	2734295	"-"
"TU0-14424"	"ryjB"	["G0-10609"]	4527977	4528066	"+"
"TU0-14425"	"sroA"	["G0-9381"]	75516	75608	"-"
"TU0-14429"	"csgDEFG"	["G6543", "G6544", "G6545", "G6546"]	1100851	1103196	"-"
"TU0-14431"	"dcuR"	["G7826"]	4349315	4350034	"-"
"TU0-14433"	"gadXW"	["EG12242", "EG12243"]	3663890	3665810	"-"
